refseq id	virus family	virus tax id	virus name	virus host	host name	virus genus	virus genome type
NC_005064	Flaviviridae	218849	Kamiti River virus	Insecta	Aedes	Flavivirus	ssRNA(+)
KC807173	Mesoniviridae	1332247	Kamphang Phet virus	Insecta	Culicidae	Alphamesonivirus	ssRNA(+)
NC_040788	Flaviviridae	2045186	Kampung Karu virus	Insecta	Anopheles tessellatus	Flavivirus	ssRNA(+)
NC_038296	Mesoniviridae	1332248	Karang Sari virus	Insecta	Culex vishnui	Alphamesonivirus	ssRNA(+)
NC_055417	Phenuiviridae	415382	Karimabad virus	Insecta	Phlebotomus papatasi	Phlebovirus	ssRNA(-)
NC_035118	Flaviviridae	1969397	Karumba virus	Insecta	Anopheles meraukensis	unclassified Flaviviridaevirus	ssRNA(+)
NC_012533	Flaviviridae	64311	Kedougou virus	Insecta	Culicidae	Flavivirus	ssRNA(+)
NC_034458	Peribunyaviridae	1406344	Kibale virus	Insecta	Aedes albopictus	Herbevirus	ssRNA(-)
NC_038741	Peribunyaviridae	35314	Koongol virus	Insecta	Culex annulirostris	Orthobunyavirus	ssRNA(-)
KF981618	Togaviridae	48542	Kyzylagach virus	Insecta	Culex modestus	Alphavirus	ssRNA(+)
NC_055396	Phenuiviridae	2559110	La Gloria virus	Insecta	Psychodopygus panamensis	Phlebovirus	ssRNA(-)
NC_027128	Iflaviridae	1654357	La Jolla virus	Insecta	Drosophila melanogaster	unclassified Iflaviridaevirus	ssRNA(+)
NC_032433	Sinhaliviridae	1547219	Lake Sinai virus	Insecta	Bombus lapidarius	Sinaivirus	ssRNA(+)
NC_035466	Sinhaliviridae	1041806	Lake Sinai virus 1	Insecta	Apis mellifera	Sinaivirus	ssRNA(+)
NC_035467	Sinhaliviridae	1041831	Lake Sinai virus 2	Insecta	Apis mellifera	Sinaivirus	ssRNA(+)
NC_035113	Sinhaliviridae	1983561	Lake Sinai Virus NE	Insecta	Apis mellifera	Sinaivirus	ssRNA(+)
NC_035111	Sinhaliviridae	1983562	Lake Sinai Virus SA1	Insecta	Apis mellifera	Sinaivirus	ssRNA(+)
NC_035112	Sinhaliviridae	1983563	Lake Sinai Virus SA2	Insecta	Apis mellifera	Sinaivirus	ssRNA(+)
NC_035116	Sinhaliviridae	1983564	Lake Sinai Virus TO	Insecta	Apis mellifera	Sinaivirus	ssRNA(+)
NC_024806	Flaviviridae	649187	Lammi virus	Insecta	Anopheles cruzii	unclassified Flaviviridaevirus	ssRNA(+)
NC_023627	Iflaviridae	1464786	Laodelphax striatella honeydew virus 1	Insecta	Laodelphax striatellus	unclassified Iflaviridaevirus	ssRNA(+)
NC_025788	Iflaviridae	1566869	Laodelphax striatellus picorna-like virus 2	Insecta	Laodelphax striatellus	unclassified Iflaviridaevirus	ssRNA(+)
NC_035450	Polycipiviridae	2018501	Lasius neglectus virus 1	Insecta	Lasius neglectus	Sopolycivirus	ssRNA(+)
NC_035456	Polycipiviridae	2018503	Lasius niger virus 1	Insecta	Lasius niger	Sopolycivirus	ssRNA(+)
NC_025218	Totiviridae	1353795	Leptopilina boulardi Toti-like virus	Insecta	Leptopilina boulardi	unclassified Totiviridaevirus	dsRNA
NC_038718	Peribunyaviridae	1678227	Lukuni virus	Insecta	Ochlerotatus scapularis	Orthobunyavirus	ssRNA(-)
NC_043630	Peribunyaviridae	80940	Lumbo virus	Insecta	Aedes pembaensis	Orthobunyavirus	ssRNA(-)
NC_038301	Iflaviridae	1072333	Lygus lineolaris virus 1	Insecta	Lygus lineolaris	Iflavirus	ssRNA(+)
NC_024497	Iflaviridae	1521188	Lymantria dispar iflavirus 1	Insecta	Lymantria dispar	Iflavirus	ssRNA(+)
NC_035187	Flaviviridae	1969400	Mac Peak virus	Insecta	Anopheles farauti	unclassified Flaviviridaevirus	ssRNA(+)
NC_028137	Flaviviridae	1685953	Macrosiphum euphorbiae virus 1	Insecta	Macrosiphum euphorbiae	unclassified Flaviviridaevirus	ssRNA(+)
NC_029911	Spinareoviridae	2170064	Mahlapitsi orthoreovirus	Insecta	Eucampsipoda africana	Orthoreovirus	dsRNA
NC_055414	Phenuiviridae	391640	Massilia virus	Insecta	Phlebotomus perniciosus	Phlebovirus	ssRNA(-)
NC_034204	Flaviviridae	1963247	Menghai flavivirus	Insecta	Aedes albopictus	unclassified Flaviviridaevirus	ssRNA(+)
NC_027819	Flaviviridae	1708574	Mercadeo virus	Insecta	Culex sp.	Flavivirus	ssRNA(+)
NC_031338	Iflaviridae	1906245	Moku virus	Insecta	Apis mellifera	Iflavirus	ssRNA(+)
NC_055399	Phenuiviridae	2559111	Mona Grita virus	Insecta	Nyssomyia trapidoi	Phlebovirus	ssRNA(-)
NC_021069	Flaviviridae	673515	Mosquito flavivirus	Insecta	Culex tritaeniorhynchus	Flavivirus	ssRNA(+)
NC_043477	Phenuiviridae	1892236	Mothra virus	Insecta	Cydia pomonella	Mobuvirus	ssRNA(-)
NC_022595	Peribunyaviridae	1406134	Murrumbidgee virus	Insecta	Anopheles annulipes	Orthobunyavirus	ssRNA(-)
NC_035457	Polycipiviridae	2018502	Myrmica scabrinodis virus 1	Insecta	Formicidae	Sopolycivirus	ssRNA(+)
NC_030400	Flaviviridae	667516	Nakiwogo virus	Insecta	Mansonia africana	unclassified Flaviviridaevirus	ssRNA(+)
NC_015874	Mesoniviridae	325676	Nam Dinh virus	Insecta	Culicidae	Alphamesonivirus	ssRNA(+)
NC_040610	Flaviviridae	1254420	Nanay virus	Insecta	Aedes albopictus	Flavivirus	ssRNA(+)
NC_016959	Togaviridae	59302	Ndumu virus	Insecta	Aedes	Alphavirus	ssRNA(+)
NC_040675	Iflaviridae	2099521	Nesidiocoris tenuis iflavirus 1	Insecta	Nesidiocoris tenuis	unclassified Iflaviridaevirus	ssRNA(+)
NC_032088	Flaviviridae	499854	New Mapoon virus	Insecta	Culicidae	Flavivirus	ssRNA(+)
NC_024017	Flaviviridae	1485186	Nhumirim virus	Insecta	Culex chidesteri	unclassified Flaviviridaevirus	ssRNA(+)
NC_024299	Flaviviridae	1286143	Nienokoue virus	Insecta	Culex	unclassified Flaviviridaevirus	ssRNA(+)
NC_038302	Iflaviridae	1267585	Nilaparvata lugens honeydew virus 1	Insecta	Nilaparvata lugens	Iflavirus	ssRNA(+)
NC_021566	Iflaviridae	1345661	Nilaparvata lugens honeydew virus-2	Insecta	Nilaparvata lugens	unclassified Iflaviridaevirus	ssRNA(+)
NC_021567	Iflaviridae	1345662	Nilaparvata lugens honeydew virus-3	Insecta	Nilaparvata lugens	unclassified Iflaviridaevirus	ssRNA(+)
NC_055312	Phenuiviridae	629739	Nique virus	Insecta	Psychodopygus panamensis	Phlebovirus	ssRNA(-)
NC_033715	Flaviviridae	486494	Nounane virus	Insecta	Uranotaenia	Flavivirus	ssRNA(+)
NC_001990	Alphatetraviridae	85652	Nudaurelia capensis beta virus	Insecta	Lepidoptera	Betatetravirus	ssRNA(+)
NC_034481	Peribunyaviridae	35316	Nyando virus	Insecta	Anopheles funestus	Orthobunyavirus	ssRNA(-)
NC_030651	Solinviviridae	1871153	Nylanderia fulva virus 1	Insecta	Nylanderia fulva	Nyfulvavirus	ssRNA(+)
NC_034242	Flaviviridae	1244565	Ochlerotatus caspius flavivirus	Insecta	Ochlerotatus caspius	Flavivirus	ssRNA(+)
NC_055357	Phenuiviridae	1048855	Odrenisrou virus	Insecta	Culex	Phlebovirus	ssRNA(-)
NC_027917	Iflaviridae	1675864	Opsiphanes invirae iflavirus 1	Insecta	Opsiphanes invirae	unclassified Iflaviridaevirus	ssRNA(+)
NC_043485	Nyamiviridae	1871345	Orinoco virus	Insecta	Pasiphila rectangulata	Orinovirus	ssRNA(-)
NC_055303	Phenuiviridae	655691	Oriximina virus	Insecta	Lutzomyia	Phlebovirus	ssRNA(-)
NC_033694	Flaviviridae	1302179	Palm Creek virus	Insecta	Coquillettidia xanthogaster	Flavivirus	ssRNA(+)
NC_027999	Flaviviridae	1566298	Paraiso Escondido virus	Insecta	Psathyromyia abonnenci	Flavivirus	ssRNA(+)
NC_027817	Flaviviridae	1708654	Parramatta River virus	Insecta	Ochlerotatus vigilax	Flavivirus	ssRNA(+)
NC_043689	Peribunyaviridae	35318	Patois virus	Insecta	Culex sp.	Orthobunyavirus	ssRNA(-)
NC_003113	Iflaviridae	170621	Perina nuda virus	Insecta	Perina nuda	Iflavirus	ssRNA(+)
NC_038261	Phenuiviridae	1980610	Phasi Charoen-like phasivirus	Insecta	Aedes aegypti	Phasivirus	ssRNA(-)
NC_043480	Phenuiviridae	1911436	Pidgey virus	Insecta	Choristoneura rosaceana	Pidchovirus	ssRNA(-)
NC_043645	Peribunyaviridae	273360	Potosi virus	Insecta	Aedes albopictus	Orthobunyavirus	ssRNA(-)
NC_014126	Carmotetraviridae	213633	Providence virus	Insecta	Helicoverpa zea	Alphacarmotetravirus	ssRNA(+)
NC_040724	Iflaviridae	2358449	Psammotettix alienus iflavirus 1	Insecta	Psammotettix alienus	Iflavirus	ssRNA(+)
NC_038269	Artoviridae	1926633	Pteromalus puparum negative-strand RNA virus 1	Insecta	Pteromalus puparum	Peropuvirus	ssRNA(-)
NC_012671	Flaviviridae	643132	Quang Binh virus	Insecta	Culicidae	Flavivirus	ssRNA(+)
NC_040844	Mitoviridae	2320183	Rhizophagus diaphanum mitovirus 1	Insecta	Rhizophagus	Mitovirus	ssRNA(+)
NC_040726	Mitoviridae	2320184	Rhizophagus diaphanum mitovirus 2	Insecta	Rhizophagus	Mitovirus	ssRNA(+)
NC_043603	Peribunyaviridae	1538455	Rio Preto da Eva virus	Insecta	Psychodidae sp.	Pacuvirus	ssRNA(-)
NC_002066	Iflaviridae	89463	Sacbrood virus	Insecta	Apis mellifera	Iflavirus	ssRNA(+)
HM237361	Iflaviridae	886669	Sacbrood virus CSBV-LN/China/2009	Insecta	Apis mellifera	Iflavirus	ssRNA(+)
NC_055294	Phenuiviridae	904699	Salehabad virus	Insecta	Phlebotomus sp.	Phlebovirus	ssRNA(-)
NC_043636	Peribunyaviridae	45767	San Angelo virus	Insecta	Aedes albopictus	Orthobunyavirus	ssRNA(-)
NC_040540	Alphatetraviridae	2109380	Sarawak virus	Insecta	Aedes albopictus	unclassified Alphatetraviridaevirus	ssRNA(+)
NC_008719	Flaviviridae	44026	Sepik virus	Insecta	Culicidae	Flavivirus	ssRNA(+)
NC_043639	Peribunyaviridae	45768	Serra do Navio virus	Insecta	Ochlerotatus fulvus	Orthobunyavirus	ssRNA(-)
NC_055224	Chrysoviridae	1923465	Shuangao chryso-like virus 1	Insecta	Culex quinquefasciatus	Alphachrysovirus	dsRNA
NC_055111	Xinmoviridae	1608074	Shuangao Fly Virus 2	Insecta	Psychoda alternata	Anphevirus	ssRNA(-)
NC_014137	Iflaviridae	458132	Slow bee paralysis virus	Insecta	Apis mellifera	Iflavirus	ssRNA(+)
NC_040633	Totiviridae	2082585	Sogatella furcifera totivirus 1	Insecta	Sogatella furcifera	unclassified Totiviridaevirus	dsRNA
NC_040704	Totiviridae	2082586	Sogatella furcifera totivirus 2	Insecta	Sogatella furcifera	unclassified Totiviridaevirus	dsRNA
NC_039236	Polycipiviridae	439491	Solenopsis invicta virus 2	Insecta	Solenopsis invicta	Sopolycivirus	ssRNA(+)
NC_012531	Solinviviridae	631345	Solenopsis invicta virus 3	Insecta	Solenopsis invicta	Invictavirus	ssRNA(+)
NC_035455	Polycipiviridae	2018500	Solenopsis invicta virus 4	Insecta	Solenopsis invicta	Sopolycivirus	ssRNA(+)
NC_043570	Peribunyaviridae	273354	Sororoca virus	Insecta	Sabethini	Orthobunyavirus	ssRNA(-)
NC_016405	Iflaviridae	1111710	Spodoptera exigua iflavirus 1	Insecta	Spodoptera exigua	Iflavirus	ssRNA(+)
NC_023676	Iflaviridae	1228012	Spodoptera exigua iflavirus 2	Insecta	Spodoptera exigua	Iflavirus	ssRNA(+)
NC_029055	Flaviviridae	64318	Spondweni virus	Insecta	Aedes circumluteolus	Flavivirus	ssRNA(+)
NC_034151	Flaviviridae	577122	T'Ho virus	Insecta	Culex quinquefasciatus	Flavivirus	ssRNA(+)
NC_032681	Togaviridae	1930825	Tai Forest alphavirus	Insecta	Culex decens	Alphavirus	ssRNA(+)
NC_034457	Peribunyaviridae	1406343	Tai virus	Insecta	Culicidae sp.	Herbevirus	ssRNA(-)
NC_033838	Phenuiviridae	1926501	Tapara virus	Insecta	Phlebotominae sp.	Phlebovirus	ssRNA(-)
NC_055384	Phenuiviridae	206161	Tehran virus	Insecta	Phlebotomus papatasi	Phlebovirus	ssRNA(-)
NC_026250	Iflaviridae	1591444	Thaumetopoea pityocampa iflavirus 1	Insecta	Thaumetopoea pityocampa	unclassified Iflaviridaevirus	ssRNA(+)
NC_043231	Permutotetraviridae	83810	Thosea asigna virus	Insecta	Setothosea asigna	Alphapermutotetravirus	ssRNA(+)
NC_020804	Rhabdoviridae	318844	Tibrogargan virus	Insecta	Culicoides brevitarsis	Tibrovirus	ssRNA(-)
NC_029903	Phenuiviridae	1764085	Toros virus	Insecta	Phlebotomus tobbi	Phlebovirus	ssRNA(-)
KM225265	Flaviviridae	1534468	Torres virus	Insecta	Culicidae	Flavivirus	ssRNA(+)
NC_055402	Phenuiviridae	2559114	Tres Almendras virus	Insecta	Psychodopygus panamensis	Phlebovirus	ssRNA(-)
NC_038512	Metaviridae	2083181	Trichoplusia ni TED virus	Insecta	Trichoplusia ni	Errantivirus	ssRNA(+)
NC_055193	Peribunyaviridae	35516	Trivittatus virus	Insecta	Ochlerotatus trivittatus	Orthobunyavirus	ssRNA(-)
NC_055315	Phenuiviridae	629737	Turuna virus	Insecta	Lutzomyia	Phlebovirus	ssRNA(-)
NC_043035	Peribunyaviridae	552554	Umbre virus	Insecta	Culex bitaeniorhynchus	Orthobunyavirus	ssRNA(-)
NC_033840	Phenuiviridae	1055750	Uriurana virus	Insecta	Phlebotominae sp.	Phlebovirus	ssRNA(-)
NC_043673	Peribunyaviridae	1678231	Witwatersrand virus	Insecta	Culex rubinotus	Orthobunyavirus	ssRNA(-)
NC_031313	Phenuiviridae	1608139	Wuhan horsefly Virus	Insecta	Tabanidae	Horwuvirus	ssRNA(-)
NC_033473	Hypoviridae	1923718	Wuhan insect virus 14	Insecta	Siphonaptera	Alphahypovirus	ssRNA(+)
NC_039186	Peribunyaviridae	273350	Wyeomyia orthobunyavirus	Insecta	Wyeomyia melanocephala	Orthobunyavirus	ssRNA(-)
NC_031244	Xinmoviridae	1608141	Xincheng Mosquito Virus	Insecta	Anopheles sinensis	Anphevirus	ssRNA(-)
NC_043490	Tobaniviridae	1923774	Xinzhou nematode virus 6	Insecta	Nematodes	Sectovirus	ssRNA(+)
NC_034017	Flaviviridae	1821227	Xishuangbanna aedes flavivirus	Insecta	Aedes albopictus	unclassified Flaviviridaevirus	ssRNA(+)
NC_034018	Flaviviridae	64319	Yaounde virus	Insecta	Culex nebulosus	Flavivirus	ssRNA(+)
NC_040587	Iflaviridae	2315809	Yongsan iflavirus 1	Insecta	Culex pipiens	unclassified Iflaviridaevirus	ssRNA(+)
NC_040725	Tombusviridae	2315813	Yongsan tombus-like virus 1	Insecta	Aedes albopictus	unclassified Tombusviridaevirus	ssRNA(+)
NC_029647	Caliciviridae	262897	Norovirus GIV	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
NC_039477	Caliciviridae	122929	Norovirus GII	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
NC_001959	Caliciviridae	122928	Norovirus GI	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
AB042808	Caliciviridae	99565	Chiba virus	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
AB187514	Caliciviridae	290280	Norovirus Hu/GI/Otofuke/1979/JP	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
AB220921	Caliciviridae	336619	Norovirus Hu/Chiba/04-1050/2005/JP	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
AB365435	Caliciviridae	479952	Norovirus Hu/Texas/TCH04-577/2004/US	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
AB447427	Caliciviridae	546951	Norovirus Hu/GII-4/Hokkaido1/2006/JP	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
AB614356	Caliciviridae	985691	Sapovirus Hu/GI.2/BR-DF01/BRA/2009	Mammalia	Homo sapiens	Sapovirus	ssRNA(+)
AF091736	Caliciviridae	82664	VESV-like calicivirus	Mammalia	Ateles fusciceps	Vesivirus	ssRNA(+)
AF093797	Caliciviridae	11983	Norwalk virus	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
AF145896	Caliciviridae	94433	Camberwell virus	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
AY134748	Caliciviridae	52276	Snow Mountain virus	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
AY772730	Caliciviridae	150137	Norovirus Hu/NLV/GII/Neustrelitz260/2000/DE	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
DQ058829	Caliciviridae	334584	Sapovirus Ehime1107/2002/JP	Mammalia	Homo sapiens	Sapovirus	ssRNA(+)
DQ456824	Caliciviridae	379081	Norovirus Hu/MK04/2004/JP	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
DQ911368	Caliciviridae	357231	Murine norovirus	Mammalia	Mus musculus	Norovirus	ssRNA(+)
EF014462	Caliciviridae	223997	Murine norovirus 1	Mammalia	Mus musculus	Norovirus	ssRNA(+)
EU004663	Caliciviridae	463709	Murine norovirus GV/WU11/2005/USA	Mammalia	Mus	Norovirus	ssRNA(+)
EU004673	Caliciviridae	463719	Murine norovirus GV/CR3/2005/USA	Mammalia	Mus	Norovirus	ssRNA(+)
EU004674	Caliciviridae	463720	Murine norovirus GV/CR4/2005/USA	Mammalia	Mus	Norovirus	ssRNA(+)
EU004676	Caliciviridae	463722	Murine norovirus GV/CR6/2005/USA	Mammalia	Mus	Norovirus	ssRNA(+)
EU004677	Caliciviridae	463723	Murine norovirus GV/CR7/2005/USA	Mammalia	Mus	Norovirus	ssRNA(+)
EU004678	Caliciviridae	463724	Murine norovirus GV/CR10/2005/USA	Mammalia	Mus	Norovirus	ssRNA(+)
EU004681	Caliciviridae	463727	Murine norovirus GV/CR15/2005/USA	Mammalia	Mus	Norovirus	ssRNA(+)
EU854589	Caliciviridae	549341	Norovirus mouse/Hannover1/2007/DEU	Mammalia	Mus musculus	Norovirus	ssRNA(+)
FJ355929	Caliciviridae	520975	Calicivirus pig/F15-10/CAN	Mammalia	Sus scrofa	unclassified Caliciviridaevirus	ssRNA(+)
FJ387164	Caliciviridae	638664	Sapovirus pig/sav1/2008/CHN	Mammalia	Sus scrofa	Sapovirus	ssRNA(+)
FJ515294	Caliciviridae	658397	Norovirus Hu/GI.2/Leuven/2003/BEL	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
FJ537135	Caliciviridae	660656	Norovirus Hu/GII.4/CHDC2094/1974/US	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
FJ537138	Caliciviridae	660659	Norovirus Hu/GII.4/CHDC4871/1977/US	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
GQ475301	Caliciviridae	673764	Calicivirus isolate Allston 2009/US	Mammalia	Cricetulus griseus	Vesivirus	ssRNA(+)
GU594162	Caliciviridae	748172	Norovirus Hu/GII.14/8610/Saga/2008/JPN	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
GU980585	Caliciviridae	863240	Norovirus Hu/GII.3/CBNU1/2006/KOR	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
HF952122	Caliciviridae	1331835	Norovirus Hu/GII.4/C00007880/2011/UK	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
HM002617	Caliciviridae	758863	Sapovirus Hu/GI/Sapporo/MT-2010/1982	Mammalia	Homo sapiens	Sapovirus	ssRNA(+)
HQ392821	Caliciviridae	1088689	Norovirus pig/GII/Ch6/China/2009	Mammalia	Sus scrofa	Norovirus	ssRNA(+)
HQ449728	Caliciviridae	934293	Norovirus Hu/GII.12/HS210/2010/USA	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
JF320644	Caliciviridae	1028321	Murine norovirus GV/NIH-2409/2005/USA	Mammalia	Mus	Norovirus	ssRNA(+)
JF320653	Caliciviridae	1028330	Murine norovirus GV/NIH-D220/2007/USA	Mammalia	Mus	Norovirus	ssRNA(+)
JF781268	Caliciviridae	1160949	Norovirus cat/GIV.2/CU081210E/USA/2010	Mammalia	Felis catus	Norovirus	ssRNA(+)
JQ388274	Caliciviridae	1173217	Norovirus Hu/GI.6/Kingston/ACT160D/2010/AU	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
JQ911594	Caliciviridae	1175308	Norovirus Hu/GI/10360/2010/VNM	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
JX018212	Caliciviridae	1212483	Nebovirus Bo/M3641/2011/HUN	Mammalia	Bos taurus	Nebovirus	ssRNA(+)
JX459907	Caliciviridae	1241974	Norovirus Hu/GII.4/Woonona/NSW3309/2012/AU	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
JX846924	Caliciviridae	1260941	Norovirus Hu/GII.3/HK71/1978/CHN	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
JX846927	Caliciviridae	1260944	Norovirus Hu/GII.6/CHDC4073/1984/USA	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
JX989075	Caliciviridae	1282430	Norovirus Hu/GII.6/GZ2010-L96/Guangzhou/CHN/2011	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
KC792553	Caliciviridae	351048	Murine norovirus 3	Mammalia	Mus	Norovirus	ssRNA(+)
KF204570	Caliciviridae	1401324	Sapovirus pig/Gansu/CH430/2012/CHN	Mammalia	Sus scrofa	Sapovirus	ssRNA(+)
KF429760	Caliciviridae	1383609	Norovirus Hu/GII.4/NIHIC28.4/2012/USA	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
KJ196276	Caliciviridae	1529915	Norovirus GII/Hu/JP/2002/GII.P12_GII.13/Saitama/T80	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
KJ196277	Caliciviridae	1529914	Norovirus GII/Hu/JP/2001/GII.P22_GII.5/Saitama/T49	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
KJ196282	Caliciviridae	1529912	Norovirus GII/Hu/JP/2001/GII.P12_GII.12/Saitama/T15	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
KJ196284	Caliciviridae	1529919	Norovirus GII/Hu/JP/2007/GII.P21_GII.21/Kawasaki/YO284	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
KJ196286	Caliciviridae	1529916	Norovirus GII/Hu/JP/2002/GII.P16_GII.17/Saitama/T87	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
KJ196288	Caliciviridae	1529917	Norovirus GII/Hu/JP/2002/GII.P5_GII.5/Saitama/T52	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
KJ196290	Caliciviridae	2779846	Sapporo-HK299 virus	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
KJ196295	Caliciviridae	1529923	Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
KJ196298	Caliciviridae	1529910	Norovirus GI/Hu/JP/2007/GI.P8_GI.8/Nagoya/KY531	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
KJ407072	Caliciviridae	1458705	Norovirus Hu/GII.6/HS245/2010/USA	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
KJ407074	Caliciviridae	1458701	Norovirus Hu/GII.2/HS255/2011/USA	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
KJ508818	Caliciviridae	1471436	Sapovirus pig/GVI/OH-JJ674/2000/US	Mammalia	Sus scrofa	Sapovirus	ssRNA(+)
NC_000940	Caliciviridae	2849715	Cowden I virus	Mammalia	Sus scrofa	Sapovirus	ssRNA(+)
NC_001481	Caliciviridae	11978	Feline calicivirus	Mammalia	Felis catus	Vesivirus	ssRNA(+)
NC_001543	Caliciviridae	11976	Rabbit hemorrhagic disease virus	Mammalia	Oryctolagus cuniculus	Lagovirus	ssRNA(+)
NC_002551	Caliciviridae	35612	Vesicular exanthema of swine virus	Mammalia	Otariidae	Vesivirus	ssRNA(+)
NC_002615	Caliciviridae	33756	European brown hare syndrome virus	Mammalia	Lepus europaeus	Lagovirus	ssRNA(+)
NC_004064	Caliciviridae	2847999	Nebraska virus	Mammalia	Bos taurus	Nebovirus	ssRNA(+)
NC_004541	Caliciviridae	146073	Walrus calicivirus	Mammalia	Odobenus rosmarus	Vesivirus	ssRNA(+)
NC_004542	Caliciviridae	1176484	Canine vesivirus	Mammalia	Canis lupus familiaris	Vesivirus	ssRNA(+)
NC_006269	Caliciviridae	291175	Sapovirus Hu/Dresden/pJG-Sap01/DE	Mammalia	Homo sapiens	Sapovirus	ssRNA(+)
NC_006554	Caliciviridae	290314	Sapovirus C12	Mammalia	Homo sapiens	Sapovirus	ssRNA(+)
NC_006875	Caliciviridae	243550	Calicivirus isolate TCG	Mammalia	Bos taurus	unclassified Caliciviridaevirus	ssRNA(+)
NC_007916	Caliciviridae	331642	Newbury agent 1	Mammalia	Bos taurus	Nebovirus	ssRNA(+)
NC_008580	Caliciviridae	303317	Rabbit vesivirus	Mammalia	Oryctolagus cuniculus	Vesivirus	ssRNA(+)
NC_010624	Caliciviridae	234601	Sapovirus Mc10	Mammalia	Homo sapiens	Sapovirus	ssRNA(+)
NC_011050	Caliciviridae	436911	Steller sea lion vesivirus	Mammalia	Canis lupus familiaris	Vesivirus	ssRNA(+)
NC_011704	Caliciviridae	576948	Rabbit calicivirus Australia 1 MIC-07	Mammalia	Oryctolagus cuniculus	Lagovirus	ssRNA(+)
NC_017936	Caliciviridae	1185359	Bat sapovirus TLC58/HK	Mammalia	Hipposideros pomona	Sapovirus	ssRNA(+)
NC_019712	Caliciviridae	154122	Mink calicivirus	Mammalia	Mustela lutreola	Vesivirus	ssRNA(+)
NC_025676	Caliciviridae	1564182	San Miguel sea lion virus 8	Mammalia	Chlorocebus aethiops	Vesivirus	ssRNA(+)
NC_027026	Caliciviridae	1280920	Sapovirus Hu/Nagoya/NGY-1/2012/JPN	Mammalia	Homo sapiens	Sapovirus	ssRNA(+)
NC_027122	Caliciviridae	1615583	Vesivirus ferret badger/JX12/China/2012	Mammalia	Mustela putorius furo	Vesivirus	ssRNA(+)
NC_029645	Caliciviridae	340017	Norovirus GIII	Mammalia	Bos taurus	Norovirus	ssRNA(+)
NC_030793	Caliciviridae	1812179	Bovine calicivirus strain Kirklareli	Mammalia	Bos taurus	Nebovirus	ssRNA(+)
NC_031324	Caliciviridae	1903318	Primate norovirus	Mammalia	Primates	Norovirus	ssRNA(+)
NC_034444	Caliciviridae	1960046	Hom-1 vesivirus	Mammalia	Chlorocebus aethiops	Vesivirus	ssRNA(+)
NC_039475	Caliciviridae	552592	Norovirus GII.17	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
NC_039897	Caliciviridae	1529909	Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
NC_040674	Caliciviridae	2161807	Marmot norovirus	Mammalia	Marmota himalayana	Norovirus	ssRNA(+)
NC_043512	Caliciviridae	512169	Tulane virus	Mammalia	Chlorocebus aethiops	Recovirus	ssRNA(+)
NC_044046	Caliciviridae	1529924	Norovirus GII/Hu/JP/2011/GII/Yuzawa/Gira2HS	Mammalia	Homo sapiens	Norovirus	ssRNA(+)
NC_044047	Caliciviridae	673457	Norovirus dog/GVI.1/HKU_Ca026F/2007/HKG	Mammalia	Canis lupus familiaris	Norovirus	ssRNA(+)
